CodItem,Desc Item,Category,Family,Speciality,Testing Cost
70007392,"PESQUISA DE MUTACAO PARA O GENE KRAS, CODONS 12, 13, 61, TECIDO",CA,GENETICS,SPECIAL GENETICS,338.98
70000745,"INIBIDOR DO ATIVADOR TECIDUAL DO PLASMINOGENIO, PLASMA (PAI)",CA,CORELAB,IMMUNOHORMONE,119.26
70006160,"GLUCAGON LIKE PEPTIDE (GLP-1), SANGUE",CA,CORELAB,IMMUNOHORMONE,20.24
70001838,"MIELOMA MULTIPLO PAINEL, DIVERSOS, FISH",CA,GENETICS,SPECIAL GENETICS,163.73
70002294,"FLUORETO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,1.26
70005841,"RPRU P 3 LTP, (F420), RECOMBINANTE PESSEGO, IGE RAST, SORO",CA,CORELAB,ALLERGY,55.88
70005591,"COPROPORFIRINA, PESQUISA FEZES",CA,COPRO,SPECIAL COPRO,14.92
70001938,"CHIKUNGUNYA, PESQUISA, SANGUE, PCR",CA,GENETICS,BIOMOLECULAR,226.15
70001334,"BORDETELLA PERTUSSIS E PARAPERTUSSIS, DETECCAO DO DNA, XXX, PCR,",CA,GENETICS,BIOMOLECULAR,174.38
70000336,"CROMATOGRAFIA DE AMINOACIDOS (PERFIL QUALITATIVO), PLASMA",CA,NEONATO,INBORN ERRORS,53.84
70004935,"IMUNOFENOTIPAGEM DE SUBPOPULACOES LINFOCITARIAS, SANGUE - CITOMETRO DE FLUXO",CA,HEMATO,IMMUNOFETOTYPING,36.63
70001283,"MITOTANO, DOSAGEM, SORO",CA,CORELAB,BIOCHEMISTRY,399.14
70005975,"PESQUISA DE MUTACOES NO GENE CEBPA, SEQUENCIAMENTO SANGUE/MEDULA",CA,GENETICS,SPECIAL GENETICS,352.18
70003208,"IMIPRAMINA E DESIPRAMINA, DOSAGEM, SORO",CA,TOXICO,THERAPEUTIC DRUG,29.13
70002963,GENOTROPISMO DO HIV PARA CCR5,CA,GENETICS,BIOMOLECULAR,9.11
70003290,"CROMATOGRAFIA DE ACUCARES, URINA AMOSTRA ISOLADA",CA,NEONATO,INBORN ERRORS,157.22
70000171,"ACIDOS ORGANICOS, PAINEL, SORO",CA,NEONATO,SCREENING,138.65
70003221,"UREIA POS DIALISE, SORO",CA,CORELAB,BIOCHEMISTRY,1.48
70000112,"MUCOPOLISSACARIDEOS, PESQUISA, URINA AMOSTRA ISOLADA",CA,CORELAB,BIOCHEMISTRY,36.15
70000689,"PAS, CITOQUIMICA, SANGUE/ MEDULA OSSEA",CA,HEMATO,CYTOMETRY,8.14
70002563,"RESISTENCIA DO HIV, INTEGRASE, GENE POL, SANGUE",CA,GENETICS,BIOMOLECULAR,629.73
70003661,"RPRU P 1 PR-10, (F419), RECOMBINANTE PESSEGO, IGE RAST, SORO",CA,CORELAB,ALLERGY,56.53
70002732,"RARA H 8 PR-10, AMENDOIM (F352,) IGE RAST, SORO",CA,CORELAB,ALLERGY,60.36
70007565,CURVA GLICEMICA (2 DOSAGENS),CA,CORELAB,BIOCHEMISTRY,3.57
70002236,"PERFIL HEPATITE B, SORO",CA,CORELAB,INFECTIOUS,13.1
70005056,"OLIGOSACARIDEOS PARA DETECCAO DE ERROS INATOS DO METABOLISMO, URINA",CA,NEONATO,INBORN ERRORS,134.61
70005855,"SIGNAL RECOGNITION PARTICLE (SRP) ANTICORPOS, SORO, IMUNOBLOT",CA,CORELAB,IMMUNOHORMONE,95.74
70005071,"PIGMENTOS BILIARES, URINA AMOSTRA ISOLADA",CA,URINE,ROUTINE,1.13
70003437,"MEL (F19), IGE RAST, SORO",CA,CORELAB,ALLERGY,8.08
70004921,"CRISTAIS, PESQUISA, LIQUIDO SINOVIAL",CA,HEMATO,HEMATOCYTOLOGY,19.64
70006135,"MYCOBACTERIUM TUBERCULOSIS, ANTICORPOS IGG, SORO",CA,CORELAB,IMMUNOHORMONE,88.94
70002426,"PARVALBUMINA DE PEIXE RGAD C 1 (F355), IGE RAST, SORO",CA,CORELAB,ALLERGY,20.65
70004352,"ZINCO, PRE JORNADA DE TRABALHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,1.72
70000586,"MAG, ANTICORPOS IGM, SORO",CA,CORELAB,IMMUNOHORMONE,37.42
70004983,"LIQUIDO AMNIOTICO, CARIOTIPO COM BANDAS",CA,GENETICS,SPECIAL GENETICS,177.83
70001511,"METIL ETIL CETONA, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,7.72
70000646,"TOXOPLASMOSE, PESQUISA, DIVERSOS (XXX), PCR",CA,GENETICS,BIOMOLECULAR,87.37
70004539,"LEISHMANIA, ANTICORPOS IGM, SORO",CA,CORELAB,IMMUNOHORMONE,10.48
70004080,"HEPATITE DELTA (HDV), ANTICORPOS IGM, SORO",CA,CORELAB,INFECTIOUS,43.14
70003761,"STREPTOCOCCUS BETA-HEMOLITICO DO GRUPO B, PESQUISA PCR, SECRECAO VAGINAL - ANAL",CA,GENETICS,BIOMOLECULAR,145.62
70002507,"PROTEINASE 3, ANTICORPO, SORO",CA,CORELAB,IMMUNOHORMONE,12.01
70002664,"ACIDO LACTICO (LACTATO), LCR",CA,CORELAB,BIOCHEMISTRY,5.84
70002207,"CARBOXIHEMOGLOBINA, QUANTITATIVO, SANGUE",CA,TOXICO,THERAPEUTIC DRUG,7.23
70006387,"MYCOBACTERIUM TUBERCULOSIS, ANTICORPOS IGA, SORO",CA,CORELAB,IMMUNOHORMONE,207.68
70002496,"FIBROSE CISTICA, PESQUISA DE 36 MUTACOES, SANGUE",CA,GENETICS,SPECIAL GENETICS,249.92
70001326,"LENTILHA (F235), IGE RAST, SORO",CA,CORELAB,ALLERGY,6.98
70003741,"WEIL FELIX (RICKETSIOSE), REACAO DE AGLUTINACAO",CA,CORELAB,IMMUNOHORMONE,32.48
70000961,"DIAZEPAN, SORO",CA,TOXICO,THERAPEUTIC DRUG,26.05
70000106,"FOSFOLIPIDEOS, SORO",CA,CORELAB,BIOCHEMISTRY,34.76
70004031,"CISTICERCUS (CISTICERCOSE), ANTICORPOS IGG, SORO",CA,CORELAB,IMMUNOHORMONE,25.08
70005049,"GLICOSAMINOGLICANOS PARA DETECCAO DE ERROS INATOS DO METABOLISMO, URINA",CA,NEONATO,INBORN ERRORS,98.53
70004558,"CARIOTIPO DE SANGUE (TECNICAS COM BANDAS), ANEMIA DE FANCONI",CA,GENETICS,SPECIAL GENETICS,492.16
70003786,"CROMOSSOMO PHILADELPHIA , QUANTITATIVO, SANGUE/MEDULA OSSEA",CA,GENETICS,SPECIAL GENETICS,185.95
70002296,"HERPES SIMPLEX TIPO 1 E 2, ANTICORPOS IGG, LCR",CA,CORELAB,INFECTIOUS,20.64
70001490,"TIOCIANATO, PRE JORNADA DE TRABALHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,1.04
70002735,"DENSIDADE, DIVERSOS",CA,URINE,ROUTINE,9.81
70004631,TOXOPLASMOSE - IGA - SORO,CA,CORELAB,INFECTIOUS,29.58
70004946,"SARCOPTES SCABEI (ESCABIOSE), PESQUISA, DIVERSOS (XXX)",CA,COPRO,SPECIAL COPRO,7.58
70003586,"METANOL, PRE JORNADA DE TRABALHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,7.07
70001082,"CETOPROFENO (C388), IGE RAST, SORO",CA,CORELAB,ALLERGY,32.96
70001831,"BROMELINA (K202), IGE RAST, SORO",CA,CORELAB,ALLERGY,23.88
70003979,"ACIDO BETA HIDROXI BUTIRICO, SORO",CA,CORELAB,BIOCHEMISTRY,54.43
70002712,"CD16+CD56, CELULAS NATURAL KILLER, SANGUE, CITOMETRIA DE FLUXO",CA,HEMATO,CYTOMETRY,36.3
70004397,"GANGLIOSIDEOS GQ1B, ANTICORPOS IGG, SORO",CA,CORELAB,IMMUNOHORMONE,25.62
70007391,"GANGLIOSIDEOS, ANTICORPOS IGG E IGM, PERFIL, SORO",CA,CORELAB,IMMUNOHORMONE,44.59
70006171,"ACIDO TRANS-MUCONICO, DOSAGEM, PRE JORNADA DE TRABALHO, URINA",CA,TOXICO,OCCUPATIONAL,1.31
70000569,"MANGANES, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,2.4
70002681,"BILIRRUBINAS (DIRETA, INDIRETA E TOTAL), LIQUIDOS ORGANICOS",CA,CORELAB,BIOCHEMISTRY,4.48
70000789,"RUBEOLA IGG, AVIDEZ, QUANTITATIVO, SORO",CA,CORELAB,INFECTIOUS,16.56
70003263,"MYCOBACTERIUM TUBERCULOSIS, ANTICORPOS IGA E IGG, SORO",CA,CORELAB,IMMUNOHORMONE,16.11
70000303,"COBRE, URINA",CA,CORELAB,BIOCHEMISTRY,1.31
70005353,"LEGIONELLA PNEUMOPHILA, ANTICORPOS IGG, IGM, IGA, SORO",CA,CORELAB,IMMUNOHORMONE,41.15
70003905,"INFLUENZA VIRUS B, ANTICORPOS IGG, PESQUISA, SORO",CA,CORELAB,IMMUNOHORMONE,66.94
70003733,"HERPES VIRUS 6, PESQUISA, DIVERSOS (XXX), PCR",CA,GENETICS,BIOMOLECULAR,196.46
70001521,"ZABURRO DE ALEPO (G10), IGE RAST, SORO",CA,CORELAB,ALLERGY,19.46
70004148,"PRIMIDONA, DOSAGEM, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/L)",CA,TOXICO,THERAPEUTIC DRUG,9.38
70001459,"TRIGO GRAMINEAS (G15), IGE RAST, SORO",CA,CORELAB,ALLERGY,4.61
70004226,"ESPERMATOZOIDES, PESQUISA, URINA AMOSTRA ISOLADA",CA,URINE,SPECIAL,2.06
70002763,"EOSINOFILOS, PESQUISA, DIVERSOS",CA,MICROBIO,BACTEROSCOPY,14.27
70000447,"PTH - PARATORMONIO, ASPIRADO DE REGIAO CERVICAL",CA,CORELAB,IMMUNOHORMONE,2.8
70002383,"CODEINA (C300), IGE RAST, SORO",CA,CORELAB,ALLERGY,29.29
70001931,"MUTACAO NO DOMINIO QUINASE DE ABL (BCR-ABL), SANGUE/MEDULA",CA,GENETICS,SPECIAL GENETICS,215.07
70000653,"CHLAMYDIA PNEUMONIAE, PESQUISA, DIVERSOS (XXX), PCR",CA,GENETICS,BIOMOLECULAR,45.42
70000579,"FIBRILARINA ANTICORPOS, SORO",CA,CORELAB,IMMUNOHORMONE,20.59
70002333,"PIRIDINOLINA E DEOXIPIRIDINOLINA, URINA AMOSTRA ISOLADA",CA,CORELAB,BIOCHEMISTRY,56.89
70002414,"MUTACAO A985G DO GENE MCAD, SEQUENCIAMENTO, SANGUE",CA,GENETICS,SPECIAL GENETICS,22.31
70005152,"ACIDO MANDELICO, PRE JORNADA DE TRABALHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,1.29
70002266,"BACILO DE HANSEN, PESQUISA, DIVERSOS (XXX)",CA,MICROBIO,BACTEROSCOPY,6.51
70001543,"NEURONAL NUCLEAR IGG, ANTICORPOS, SORO",CA,CORELAB,IMMUNOHORMONE,55.66
70003232,"LIPIDES TOTAIS, SORO",CA,CORELAB,BIOCHEMISTRY,7.73
70003980,"PERFIL - ACILCARNITINAS QUANTITATIVO, SORO",CA,NEONATO,INBORN ERRORS,109.91
70004949,"CA 19-9, MARCADOR TUMORAL, LIQUIDOS ORGANICOS",CA,CORELAB,IMMUNOHORMONE,1.66
70003773,"FIBRINA E FIBRINOGENIO, PRODUTO DE DEGRADACAO DO, QUANTITATIVO,PLASMA",CA,HEMATO,COAGULATION,2.53
70001180,"ABOBORA (F225), IGE RAST, SORO",CA,CORELAB,ALLERGY,7.57
70004556,"MACROAMILASE, DOSAGEM, SORO",CA,CORELAB,BIOCHEMISTRY,37.61
70004249,"COXSACKIE A9, ANTICORPOS, IGG E IGM, SORO",CA,CORELAB,IMMUNOHORMONE,33.2
70001979,"CORTISONA, SORO",CA,CORELAB,IMMUNOHORMONE,22.45
70005195,"META-HEMOGLOBINA, QUANTITATIVO, SANGUE TOTAL",CA,CORELAB,BIOCHEMISTRY,8.15
70000119,"PORFIRINAS FRACIONADAS, URINA DE 24 HORAS",CA,CORELAB,BIOCHEMISTRY,141.64
70004723,"YO ANTICORPOS, SORO",CA,CORELAB,IMMUNOHORMONE,43.16
70000667,"BORRELIA BURGDORFERI (LYME), PESQUISA, DIVERSOS (XXX), PCR",CA,CORELAB,IMMUNOHORMONE,445.58
70002489,VOLUME URINARIO,CA,CORELAB,BIOCHEMISTRY,0.0
70005324,"CROMOSSOMO PHILADELPHIA PESQUISA, PCR, MEDULA OSSEA",CA,GENETICS,SPECIAL GENETICS,155.43
70004599,"VANADIO, DOSAGEM, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: NG/ML)",CA,TOXICO,OCCUPATIONAL,2.16
70005332,"INCLUSAO VIRAL, PESQUISA, DIVERSOS (XXX)",CA,MICROBIO,BACTEROSCOPY,4.74
70005764,"ROTAVIRUS, ANTICORPOS IGM, SORO",CA,CORELAB,IMMUNOHORMONE,77.03
70000283,"PELO DE COELHO (E82), IGE RAST, SORO",CA,CORELAB,ALLERGY,7.27
70004437,"PRO-INSULINA, SORO",CA,CORELAB,IMMUNOHORMONE,55.45
70002728,"CHLAMYDIA ANTICORPOS IGA, SORO, IE",CA,CORELAB,IMMUNOHORMONE,7.47
70002788,"COTININA, DOSAGEM, URINA",CA,CORELAB,BIOCHEMISTRY,81.7
70005183,"ETANOL, SORO/PLASMA",CA,TOXICO,OCCUPATIONAL,6.97
70002723,"AMILASE, URINA AMOSTRA ISOLADA",CA,CORELAB,BIOCHEMISTRY,1.63
70005189,"FENOL, PRE JORNADA DE TRABALHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,11.66
70002380,AVALIACAO QUIMERISMO POR STR - PACIENTE - POS TRANSPLANTE,CA,GENETICS,BIOMOLECULAR,153.75
70005428,"PML/RAR-A, PESQUISA DE TRANSLOCACAO, SANGUE/MEDULA",CA,GENETICS,SPECIAL GENETICS,149.44
70001318,"TRIPTASE, DOSAGEM, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: NG/ML)",CA,CORELAB,IMMUNOHORMONE,79.56
70006110,"IMUNOGLOBULINA CADEIA LAMBDA, URINA (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/L)",CA,CORELAB,IMMUNOHORMONE,4.13
70001135,"PARASITAS, IDENTIFICACAO FEZES",CA,COPRO,SPECIAL COPRO,4.06
70000549,"ABACAXI(ANANAS) (F210), IGE RAST, SORO",CA,CORELAB,ALLERGY,10.07
70001312,"LEISHMANIA BRASILIENSIS,PESQUISA, DIVERSOS (XXX), PCR",CA,GENETICS,BIOMOLECULAR,11.01
70004471,"ENTEROVIRUS, PESQUISA, DIVERSOS (XXX), PCR",CA,GENETICS,BIOMOLECULAR,54.64
70001455,"ESTANHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,0.98
70001864,"GONADOTROFINA CORIONICA (BETA HCG LIVRE), SORO",CA,CORELAB,IMMUNOHORMONE,37.45
70007907,"FIBROSE CISTICA, SEQUENCIAMENTO COMPLETO, (NGS), SANGUE",CA,GENETICS,SPECIAL GENETICS,568.87
70001014,"CELULAS NEOPLASICAS, PESQUISA, DIVERSOS (XXX)",CA,HEMATO,HEMATOCYTOLOGY,5.25
70000743,"ASCARIS (RTP1), IGE RAST, SORO",CA,CORELAB,ALLERGY,4.54
70000315,"CREATININA, LIQUIDOS ORGANICOS",CA,CORELAB,BIOCHEMISTRY,2.8
70004206,"DICLOFENACO (C79), IGE, SORO",CA,CORELAB,ALLERGY,26.76
70004563,"NEURONTIN (GABAPENTINA), DOSAGEM, SORO",CA,TOXICO,THERAPEUTIC DRUG,54.74
70004123,"GALACTOSE NEONATAL, SANGUE PAPEL (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/DL)",CA,NEONATO,SCREENING,4.56
70002240,"RCAN F5 CANIS FAMILIARIS (E226), IGE RAST, SORO",CA,CORELAB,ALLERGY,63.92
70004365,"LEITE FERVIDO (F231), IGE RAST, SORO",CA,CORELAB,ALLERGY,7.34
70000986,"ANEXINA, ANTICORPOS IGM",CA,CORELAB,IMMUNOHORMONE,127.35
70004413,"PELO HAMSTER (E84), IGE RAST, SORO",CA,CORELAB,ALLERGY,7.86
70001265,"CEFACLOR (C7), IGE RAST, SORO",CA,CORELAB,ALLERGY,26.91
70000697,"ERVA DE FEBRA (G8), IGE RAST, SORO",CA,CORELAB,ALLERGY,17.25
70003960,"ACIDOS BILIARES, SORO",CA,CORELAB,BIOCHEMISTRY,26.06
70004242,"PH, DIVERSOS (XXX)",CA,CORELAB,BIOCHEMISTRY,7.12
70004223,"BETERRABA (F319), IGE RAST, SORO",CA,CORELAB,ALLERGY,11.03
70008823,"DELECAO DO GENE F508, FIBROSE CISTICA, DIVERSOS, PCR E SEQUE",CA,GENETICS,SPECIAL GENETICS,95.17
70003641,"LEUCOGRAMA APOS ALMOCO, SANGUE",CA,HEMATO,BLOOD COUNT,1.26
70002774,"AMICACINA, SORO",CA,CORELAB,IMMUNOHORMONE,45.78
70005869,"ALERGENOS - PAINEL IGE, IMMUNOCAP ISAC, SORO",CA,CORELAB,ALLERGY,658.94
70001088,"GIARDIA LAMBLIA, ANTICORPOS IGM, SORO",CA,CORELAB,IMMUNOHORMONE,49.13
70002188,"LEGIONELLA SP, ANTIGENO, PESQUISA, URINA",CA,CORELAB,IMMUNOHORMONE,54.75
70004195,"ACIDO ACETIL SALICILICO (C51), IGE RAST, SORO",CA,CORELAB,ALLERGY,37.32
70000660,"ADENOVIRUS, PESQUISA, DIVERSOS (XXX), PCR",CA,GENETICS,BIOMOLECULAR,23.45
70006352,"PESQUISA DE MUTACAO PARA O GENE BRAF, DIVERSOS",CA,GENETICS,SPECIAL GENETICS,247.02
70005920,"FRAGMENTACAO DO DNA ESPERMATICO, ESPERMA",CA,GENETICS,SPECIAL GENETICS,552.81
70001824,"SOJA GLICININA (F432), IGE RAST, SORO",CA,CORELAB,ALLERGY,69.42
70003066,"DESIDROGENASE LACTICA (DHL), LCR",CA,GENETICS,BIOMOLECULAR,34.63
70003350,"UROPORFIRINA, URINA AMOSTRA ISOLADA",CA,URINE,ROUTINE,5.89
70004524,"ELASTASE PANCREATICA QUANTITATIVA, FEZES",CA,COPRO,SPECIAL COPRO,84.05
70005185,"FEZES, MICOLOGICO DIRETO",CA,MICROBIO,MYCOLOGY,7.28
70001124,"HISTAMINA, PLASMA",CA,CORELAB,BIOCHEMISTRY,66.37
70000760,"PELO DE CAMUNDONGO (E71), IGE RAST, SORO",CA,CORELAB,ALLERGY,9.9
70003543,"RABO DE GATO (G6), IGE RAST, SORO",CA,CORELAB,ALLERGY,5.12
70007242,"SINCICIAL RESPIRATORIO VIRUS, IGG, IF",CA,CORELAB,IMMUNOHORMONE,3.03
70003073,"TIROQUINASE MUSCULO ESPECIFICA, MUSK, ANTICORPOS, SORO",CA,CORELAB,IMMUNOHORMONE,167.46
70004693,"RETICULINA, ANTICORPO IGG, SORO",CA,CORELAB,IMMUNOHORMONE,7.46
70001273,"MICROSPORIDEOS, PESQUISA, FEZES",CA,MICROBIO,MYCOLOGY,11.88
70001320,"MYCOPLASMA PNEUMONIAE, PESQUISA, DIVERSOS (XXX), PCR",CA,GENETICS,BIOMOLECULAR,986.69
70006407,"PEIXE (TILAPIA) (F414), IGE RAST, SORO",CA,CORELAB,ALLERGY,30.88
70005865,"ESTUDO MOLECULAR DEFICIENCIA DE LACTOSE CONGENITA, GENE MCM6, SANGUE",CA,GENETICS,SPECIAL GENETICS,58.88
70005222,"NIQUEL, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,2.36
70005106,"INTERLEUCINA 6, SORO/PLASMA",CA,CORELAB,BIOCHEMISTRY,57.53
70000543,"ACIDOS GRAXOS DE CADEIA MUITO LONGA, SORO",CA,CORELAB,BIOCHEMISTRY,840.48
70005308,"HEPATITE E, ANTICORPOS IGG E IGM, SORO",CA,CORELAB,INFECTIOUS,50.11
70001776,"RAIVA, ANTICORPOS, SORO",CA,CORELAB,IMMUNOHORMONE,163.68
70005932,"BCR-ABL TIPO P190, QUANTIFICACAO POR TEMPO REAL POR PCR, SANGUE/MEDULA",CA,GENETICS,SPECIAL GENETICS,124.13
70003476,"HERPES VIRUS SIMPLEX 2 - ANTICORPOS IGG E IGM, SORO",CA,CORELAB,IMMUNOHORMONE,8.18
70005531,"ZIKA VIRUS, PESQUISA, DIVERSOS XXX, PCR",CA,GENETICS,BIOMOLECULAR,33.38
70005748,"ROTAVIRUS, ANTICORPOS IGG, SORO",CA,CORELAB,IMMUNOHORMONE,77.43
70006592,"RNA POLIMERASE I, ANTICORPOS, SORO",CA,CORELAB,IMMUNOHORMONE,36.69
70002424,"TETRAHIDROFURANO, URINA AMOSTRA ISOLADA (EXEMPLO DE EXPRESSAO DE RESULTADO: MG/L)",CA,TOXICO,OCCUPATIONAL,97.34
70008896,"AN LISE CROMOSSMICA ARRAY-CGH 850K, SANGUE",CA,GENETICS,SPECIAL GENETICS,497.3
70004187,"GRUPO TX1-ARVORES, IGE RAST, SORO",CA,CORELAB,ALLERGY,4.56
70005132,"PORFIRINAS FRACIONADAS, PLASMA",CA,CORELAB,BIOCHEMISTRY,554.35
70000565,"ANEXINA, ANTICORPOS IGG",CA,CORELAB,IMMUNOHORMONE,136.35
70005468,"NIQUEL, PRE JORNADA DE TRABALHO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,2.42
70002949,"OLANZAPINA, DOSAGEM, SORO",CA,TOXICO,THERAPEUTIC DRUG,62.76
70001613,CULTURA DE MATERIAL DE ABORTO E OBTENCAO DE CARIOTIPO,CA,GENETICS,SPECIAL GENETICS,195.65
70000097,"FENILALANINA (PKU), DOSAGEM, PLASMA (EXEMPLO DE EXPRESSAO DE RESULTADO: UMOL/L)",CA,NEONATO,SCREENING,47.75
70003514,"ACIDO MANDELICO, URINA AMOSTRA ISOLADA",CA,TOXICO,OCCUPATIONAL,1.29
70000457,"MUCOPOLISSACARIDEOS, DOSAGEM, URINA AMOSTRA ISOLADA",CA,CORELAB,BIOCHEMISTRY,16.78
70001615,"FILAGRINA, ANTICORPOS, SORO",CA,CORELAB,IMMUNOHORMONE,28.86
70005390,"HERPES SIMPLEX VIRUS 1+2, QUANTITATIVO, DIVERSOS, PCR",CA,GENETICS,BIOMOLECULAR,824.57
70006007,"LH - HORMONIO LUTEINIZANTE, SORO",CA,CORELAB,IMMUNOHORMONE,1.71
70000572,"ANTIGENO HEPATICO SOLUVEL, ANTICORPOS IGG, SORO",CA,CORELAB,IMMUNOHORMONE,80.75
70002163,"VIGABATRINA, DOSAGEM, SORO (EXEMPLO DE EXPRESSAO DE RESULTADO: NG/ML)",CA,TOXICO,THERAPEUTIC DRUG,52.55
70004629,"CORPUSCULOS DE HEINZ, PESQUISA, SANGUE",CA,HEMATO,HEMATOCYTOLOGY,14.38
70004923,"IGG - IMUNOGLOBULINA G, LCR",CA,CORELAB,IMMUNOHORMONE,2.95
70008941,"AMINOACIDOS, FRACIONAMENTO E QUANTIFICACAO, CROMATOGRAFIA LI",CA,CORELAB,BIOCHEMISTRY,52.62
70004419,"UROBILINOGENIO, DOSAGEM, URINA AMOSTRA ISOLADA",CA,URINE,ROUTINE,9.47
70002722,"FERRO, CITOQUIMICA, URINA",CA,HEMATO,CYTOMETRY,7.1
70001817,"NGLY M 5 BETACONGLICINA SOJA (F431), IGE RAST, SORO",CA,CORELAB,ALLERGY,45.18
70006095,"PERFIL, CITOMEGALOVIRUS IGG E IGM, LIQUOR E SORO",CA,CORELAB,IMMUNOHORMONE,2.34
70003048,"COTININA E NICOTINA, SORO",CA,CORELAB,BIOCHEMISTRY,51.15
70001169,"CYFRA 21.1, SORO",CA,CORELAB,IMMUNOHORMONE,48.71
70000307,"FATOR VIII, INIBIDOR, PLASMA",CA,HEMATO,COAGULATION,7.78
70004517,"LACTOFERRINA, FEZES",CA,COPRO,SPECIAL COPRO,49.29
70000129,"NITRAZEPAM, DOSAGEM, SORO",CA,TOXICO,THERAPEUTIC DRUG,7.81
70006558,"DENGUE, DETECÆO E TIPAGEM, PCR E SEQUENCIAMENTO, DIVERSOS",CA,GENETICS,BIOMOLECULAR,137.1
70003240,"CALRETICULINA (PESQUISA DE MUTACOES NO EXON 9), GENE CALR, PCR, SANGUE/MEDULA",CA,GENETICS,SPECIAL GENETICS,186.52
70001797,"PERT2 - PESQUISA DO GENE RET, SANGUE",CA,GENETICS,SPECIAL GENETICS,75.19
70000772,"VARICELLA ZOSTER, PESQUISA, DIVERSOS (XXX), PCR",CA,CORELAB,IMMUNOHORMONE,294.69
70002408,"MICRODELECAO 7Q11.23, FISH, SANGUE/TECIDO",CA,GENETICS,SPECIAL GENETICS,11.53
70005229,"ACETILCOLINA ANTICORPOS, MODULADOR DO RECEPTOR, SORO",CA,CORELAB,BIOCHEMISTRY,359.35
70005083,"PORFOBILINOGENIO, DOSAGEM, URINA DE 24 HORAS",CA,URINE,ROUTINE,84.82
70001368,"OLIVEIRA (T9), IGE RAST, SORO",CA,CORELAB,ALLERGY,5.45
70000221,"HEMOSSIDERINA, PESQUISA, URINA AMOSTRA ISOLADA",CA,URINE,ROUTINE,5.41
70000233,"GALACTOSE 1-FOSFATOURIDIL TRANSFERASE, SANGUE",CA,CORELAB,BIOCHEMISTRY,139.95
70007284,"GENE TP53, ANALISE DE MUTAAO, PCR E SEQUENCIAMENTO, SANGUE",CA,GENETICS,SPECIAL GENETICS,312.39
70003863,"11-DESOXICORTICOSTERONA, SORO",CA,CORELAB,IMMUNOHORMONE,101.57
70001933,"CORPOS CETONICOS , URINA AMOSTRA ISOLADA",CA,URINE,ROUTINE,5.93
70004695,"CITOSOL HEPATICO TIPO I, ANTICORPOS TOTAIS, SORO",CA,CORELAB,IMMUNOHORMONE,61.47
70003362,"ACIDOS GRAXOS CADEIA LONGA, SORO",CA,NEONATO,INBORN ERRORS,200.14
70004735,"CITOLOGIA DIFERENCIAL, LIQUIDO BRONQUICO",CA,HEMATO,HEMATOCYTOLOGY,24.67
70002098,"CITOMEGALOVIRUS, ANTICORPOS IGM E IGG, LCR",CA,CORELAB,INFECTIOUS,2.64
70001844,"NEISSERIA MENINGITIDIS B ANTIGENO, PESQUISA, LATEX, LCR",CA,MICROBIO,BACTEROSCOPY,4.44
70001171,"AQUAPORINA 4 AQP4 ANTICORPOS, LCR",CA,CORELAB,IMMUNOHORMONE,227.43
70007062,PERFIL DE LIQUOR,CA,HEMATO,HEMATOCYTOLOGY,7.05
70000848,"HEPATITE B, GENOTIPAGEM, SORO/PLASMA",CA,CORELAB,INFECTIOUS,435.1
70003952,"CHLAMYDIA TRACHOMATIS, ANTICORPOS IGM, SORO, IF",CA,CORELAB,IMMUNOHORMONE,9.41
70003092,"VARICELLA ZOSTER, ANTICORPOS IGM + IGG, LIQUOR",CA,CORELAB,IMMUNOHORMONE,15.7
70005350,"UROCITOGRAMA, URINA AMOSTRA ISOLADA",PA,CYTO,ONCOTIC CYTOLOGY,23.36
70001484,"CLONAZEPAM, SORO",CA,TOXICO,THERAPEUTIC DRUG,6.08
70001151,"ERITROMICINA (C212), IGE RAST, SORO",CA,CORELAB,ALLERGY,24.78
70001928,"BACILO DIFTERICO, PESQUISA, DIVERSOS (XXX)",CA,MICROBIO,BACTEROSCOPY,4.43
70003627,"HER2, FISH, TECIDO",CA,GENETICS,SPECIAL GENETICS,253.13
70004224,"PROTEINA LIGADORA DO RETINOL (RBP), URINA",CA,URINE,SPECIAL,99.44
